portfolio_key,portfolio_name,atc4_raw,atc4_code,atc4_description,corporation_group,molecule_list,molecule_count,is_combo_molecule,has_sales,has_promo,has_finance,is_common_three_worlds
260,DILATREND,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ITC FARMA,CARVEDILOL,1,False,True,False,False,False
261,TENSIBLOCK,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",JAKINMED,ATENOLOL,1,False,True,False,False,False
262,BISOPROLOL KERN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KERN PHARMA,BISOPROLOL,1,False,True,False,False,False
263,CARVEDILOL KERN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KERN PHARMA,CARVEDILOL,1,False,True,False,False,False
264,NEBIVOLOL KERN PH,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KERN PHARMA,NEBIVOLOL,1,False,True,False,False,False
265,PROPRANOLOL KERN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KERN PHARMA,PROPRANOLOL,1,False,True,False,False,False
266,TRANDATE,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KERN PHARMA,LABETALOL,1,False,True,False,False,False
267,BISOPROLOL KRKA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,BISOPROLOL,1,False,True,False,False,False
268,BISOPROLOLO KRK,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,BISOPROLOL,1,False,True,False,False,False
269,CARVEDILOL KRKA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,CARVEDILOL,1,False,True,False,False,False
270,METAZERO XR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,METOPROLOL,1,False,True,False,False,False
271,METOPROLOL KRKA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,METOPROLOL,1,False,True,False,False,False
272,NEBIVOLOL KRKA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,NEBIVOLOL,1,False,True,False,False,False
273,NEBIVOLOLO KRK,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",KRKA,NEBIVOLOL,1,False,True,False,False,False
274,KERLONE,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",LAVIPHARM,BETAXOLOL,1,False,True,False,False,False
275,CONGESCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MEDIFARM,BISOPROLOL,1,False,True,False,False,False
276,LOBIVON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MEDIFARM,NEBIVOLOL,1,False,True,False,False,False
277,LOBIVON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MELYFARMA,NEBIVOLOL,1,False,True,False,False,False
278,HYPOLOC,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MENARINI,NEBIVOLOL,1,False,True,False,False,False
279,LOBIVON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MENARINI,NEBIVOLOL,1,False,True,False,False,False
280,NEBILOX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MENARINI,NEBIVOLOL,1,False,True,False,False,False
281,NOBISTAR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MENARINI,NEBIVOLOL,1,False,True,False,False,False
282,SILOSTAR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MENARINI,NEBIVOLOL,1,False,True,False,False,False
283,CONCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MERCK KGAA,BISOPROLOL,1,False,True,False,False,False
284,CONGESCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MERCK KGAA,BISOPROLOL,1,False,True,False,False,False
285,EMCONCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MERCK KGAA,BISOPROLOL,1,False,True,False,False,False
286,EMCONCOR COR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",MERCK KGAA,BISOPROLOL,1,False,True,False,False,False
287,OMERIA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEOPHARMED GENTILI,CARVEDILOL,1,False,True,False,False,False
288,CONGESCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NEW PHARMASHOP,BISOPROLOL,1,False,True,False,False,False
289,ATENOLOL NORMON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NORMON,ATENOLOL,1,False,True,False,False,False
290,BISOPROLOL NORMON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NORMON,BISOPROLOL,1,False,True,False,False,False
291,CARVEDILOL NORMON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NORMON,CARVEDILOL,1,False,True,False,False,False
292,NEBIVOLOL NORMON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NORMON,NEBIVOLOL,1,False,True,False,False,False
293,VISKEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",NOVARTIS,PINDOLOL,1,False,True,False,False,False
294,INDERAL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMAIDEA,PROPRANOLOL,1,False,True,False,False,False
295,SUMIAL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMAIDEA,PROPRANOLOL,1,False,True,False,False,False
296,INDERAL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMANOVIA,PROPRANOLOL,1,False,True,False,False,False
297,SUMIAL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMANOVIA,PROPRANOLOL,1,False,True,False,False,False
298,TENORMIN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMANOVIA,ATENOLOL,1,False,True,False,False,False
299,NOZAC,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PHARMAZAC,NEBIVOLOL,1,False,True,False,False,False
300,HEMANGIOL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PIERRE FABRE,PROPRANOLOL,1,False,True,False,False,False
301,CARDICOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PROGRAM.SAN.INT,BISOPROLOL,1,False,True,False,False,False
302,CONGESCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PROGRAM.SAN.INT,BISOPROLOL,1,False,True,False,False,False
303,CARAVEL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",PROSPA,CARVEDILOL,1,False,True,False,False,False
304,ERVIDOL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RAFARM,CARVEDILOL,1,False,True,False,False,False
305,BELOKEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RECORDATI,METOPROLOL,1,False,True,False,False,False
306,CARDICOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RECORDATI,BISOPROLOL,1,False,True,False,False,False
307,LOPRESOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RECORDATI,METOPROLOL,1,False,True,False,False,False
308,SELOKEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RECORDATI,METOPROLOL,1,False,True,False,False,False
309,COROPRES,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RUBIO,CARVEDILOL,1,False,True,False,False,False
310,SOTAPOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",RUBIO,SOTALOL,1,False,True,False,False,False
311,COLVER,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",S.F.GROUP,CARVEDILOL,1,False,True,False,False,False
312,CORDIAX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",S.F.GROUP,CELIPROLOL,1,False,True,False,False,False
313,LABETALOLO SAL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SALF,LABETALOL,1,False,True,False,False,False
314,ATENOLOL SANDOZ,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,ATENOLOL,1,False,True,False,False,False
315,ATENOLOLO HEX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,ATENOLOL,1,False,True,False,False,False
316,BISOPROLOL COR SAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,BISOPROLOL,1,False,True,False,False,False
317,BISOPROLOLO SAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,BISOPROLOL,1,False,True,False,False,False
318,CARVEDILOL SANDOZ,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,CARVEDILOL,1,False,True,False,False,False
319,CARVEDILOLO HEX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,CARVEDILOL,1,False,True,False,False,False
320,CARVEDILOLO SAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,CARVEDILOL,1,False,True,False,False,False
321,METOPROLOLO HEX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,METOPROLOL,1,False,True,False,False,False
322,NEBIVOLOL SANDOZ,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,NEBIVOLOL,1,False,True,False,False,False
323,NEBIVOLOLO SAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,NEBIVOLOL,1,False,True,False,False,False
324,SOTALOL SANDOZ,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,SOTALOL,1,False,True,False,False,False
325,SOTALOLO HEX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANDOZ,SOTALOL,1,False,True,False,False,False
326,CARDEM,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANOFI,CELIPROLOL,1,False,True,False,False,False
327,SELECTOL,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SANOFI,CELIPROLOL,1,False,True,False,False,False
328,CONGESCOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SM PHARMA,BISOPROLOL,1,False,True,False,False,False
329,ACARDEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SO.SE.PHARM,CARVEDILOL,1,False,True,False,False,False
330,CURCIX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SO.SE.PHARM,CARVEDILOL,1,False,True,False,False,False
331,NEBISCON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SO.SE.PHARM,NEBIVOLOL,1,False,True,False,False,False
332,ATENOLOLO EG,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,ATENOLOL,1,False,True,False,False,False
333,BISOPROLOL STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,BISOPROLOL,1,False,True,False,False,False
334,BISOPROLOLO EG,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,BISOPROLOL,1,False,True,False,False,False
335,CARVEDILOLO EG,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,CARVEDILOL,1,False,True,False,False,False
336,METOPROLOLO EG,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,METOPROLOL,1,False,True,False,False,False
337,NEBIVOLOL STADA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,NEBIVOLOL,1,False,True,False,False,False
338,NEBIVOLOLO EG,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",STADA,NEBIVOLOL,1,False,True,False,False,False
339,CARVEDILOLO SUN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SUN PHARMA,CARVEDILOL,1,False,True,False,False,False
340,NEBIVOLOLO SUN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",SUN PHARMA,NEBIVOLOL,1,False,True,False,False,False
341,SELES BETA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEOFARMA,ATENOLOL,1,False,True,False,False,False
342,TRANDATE,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEOFARMA,LABETALOL,1,False,True,False,False,False
343,VISKEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEOFARMA,PINDOLOL,1,False,True,False,False,False
344,ATENOLOL RATIO,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,ATENOLOL,1,False,True,False,False,False
345,ATENOLOLO RAT,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,ATENOLOL,1,False,True,False,False,False
346,ATENOLOLO TEV,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,ATENOLOL,1,False,True,False,False,False
347,BISOPROLOL RATIO,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,BISOPROLOL,1,False,True,False,False,False
348,BISOPROLOL TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,BISOPROLOL,1,False,True,False,False,False
349,BISOPROLOLO TEV,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,BISOPROLOL,1,False,True,False,False,False
350,CARVEDILOL RATIO,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,CARVEDILOL,1,False,True,False,False,False
351,CARVEDILOL TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,CARVEDILOL,1,False,True,False,False,False
352,CARVEDILOLO RAT,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,CARVEDILOL,1,False,True,False,False,False
353,NEBIVOLOL RATIO,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,NEBIVOLOL,1,False,True,False,False,False
354,NEBIVOLOL TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,NEBIVOLOL,1,False,True,False,False,False
355,NEBIVOLOLO TEV,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,NEBIVOLOL,1,False,True,False,False,False
356,SOTALOL TEVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,SOTALOL,1,False,True,False,False,False
357,SOTALOLO TEV,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TEVA,SOTALOL,1,False,True,False,False,False
358,ATENOLOLO PNS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,ATENOLOL,1,False,True,False,False,False
359,BISOPROLOL PENSA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,BISOPROLOL,1,False,True,False,False,False
360,BISOPROLOLO PNS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,BISOPROLOL,1,False,True,False,False,False
361,CARVEDILOLO PNS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,CARVEDILOL,1,False,True,False,False,False
362,NEBIVOLOL PENSA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,NEBIVOLOL,1,False,True,False,False,False
363,NEBIVOLOLO PNS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",TOWA PHARMA,NEBIVOLOL,1,False,True,False,False,False
364,BLOCATENS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",UNI-PHARMA,BISOPROLOL,1,False,True,False,False,False
365,THERACOR,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",UNI-PHARMA,BISOPROLOL,1,False,True,False,False,False
366,ATENOLOLO MGI,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,ATENOLOL,1,False,True,False,False,False
367,BISOPROLOL COR VIA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,BISOPROLOL,1,False,True,False,False,False
368,BISOPROLOL VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,BISOPROLOL,1,False,True,False,False,False
369,BISOPROLOLO MGI,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,BISOPROLOL,1,False,True,False,False,False
370,CARVEDILOL GENERIC,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,CARVEDILOL,1,False,True,False,False,False
371,CARVEDILOL/MYLAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,CARVEDILOL,1,False,True,False,False,False
372,CARVEDILOLO MGI,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,CARVEDILOL,1,False,True,False,False,False
373,NEBIVOLOL VIATRIS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,NEBIVOLOL,1,False,True,False,False,False
374,NEBIVOLOL/GENERICS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,NEBIVOLOL,1,False,True,False,False,False
375,NEBIVOLOLO MGI,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,NEBIVOLOL,1,False,True,False,False,False
376,NIVOLON,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,NEBIVOLOL,1,False,True,False,False,False
377,RYTMOBETA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,SOTALOL,1,False,True,False,False,False
378,SOTALOL/GENERICS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,SOTALOL,1,False,True,False,False,False
379,SOTALOL/MYLAN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,SOTALOL,1,False,True,False,False,False
380,SOTALOLO MGI,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VIATRIS,SOTALOL,1,False,True,False,False,False
381,CARVIPRESS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",VISUFARMA,CARVEDILOL,1,False,True,False,False,False
382,ATENOLOLO ALM,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",WALGREENS BOOTS AL,ATENOLOL,1,False,True,False,False,False
383,BISOPROLOLO ALM,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",WALGREENS BOOTS AL,BISOPROLOL,1,False,True,False,False,False
384,CARVEDILOL ALMUS,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",WALGREENS BOOTS AL,CARVEDILOL,1,False,True,False,False,False
385,CARVEDILOLO ALM,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",WALGREENS BOOTS AL,CARVEDILOL,1,False,True,False,False,False
386,ATENOLOLO ZEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZENTIVA,ATENOLOL,1,False,True,False,False,False
387,BISOPROLOL ZENTIVA,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZENTIVA,BISOPROLOL,1,False,True,False,False,False
388,BISOPROLOLO ZEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZENTIVA,BISOPROLOL,1,False,True,False,False,False
389,CARVEDILOLO ZEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZENTIVA,CARVEDILOL,1,False,True,False,False,False
390,NEBIVOLOLO ZEN,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZENTIVA,NEBIVOLOL,1,False,True,False,False,False
391,CARVEDILOL COMBIX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZYDUS LIFESCIENCES,CARVEDILOL,1,False,True,False,False,False
392,NEBIVOLOL COMBIX,"C7A0 - B-BLOCKING AGENTS,PLAIN",C7A0,"B-BLOCKING AGENTS,PLAIN",ZYDUS LIFESCIENCES,NEBIVOLOL,1,False,True,False,False,False
